ratio;1;1;1;1;0,5;0,5;0,5;0,5;2;2;2;2;;
gamma;0,99;0,95;0,9;0,8;0,99;0,95;0,9;0,8;0,99;0,95;0,9;0,8;;
contraction;;;;;;;;;;;;;;SOMME
0,9;363,5144031;309,6997851;344,3049944;341,5272823;339,9699872;356,7829523;363,5438481;390,8099088;199,7805601;413,8307284;340,6238953;341,5272823;;4105,915627
0,3;363,5144031;306,9197616;344,3049944;341,5272823;339,9699872;356,7829523;363,5438481;390,8099088;303,0733542;443,2093988;370,208772;384,5661779;;4308,430841
n=40 p=4 B=1000 rosembrock;;;;;;;;;;;;;;
SOMME;727,0288062;616,6195467;688,6099887;683,0545647;679,9399745;713,5659046;727,0876962;781,6198176;502,8539143;857,0401272;710,8326673;726,0934602;;
;;;;;;;;;;;;;;
SOMME2;2715,312906;;;;2902,213393;;;;2796,820169;;;;;
