ratio;1;1;1;1;0,5;0,5;0,5;0,5;2;2;2;2;;
gamma;0,99;0,95;0,9;0,8;0,99;0,95;0,9;0,8;0,99;0,95;0,9;0,8;;
contraction;;;;;;;;;;;;;;
0,9;1,298195614;1,549126754;1,494368796;1,453056241;1,528120153;1,39627893;1,346401795;1,484523483;1,809281996;1,443491945;1,58352326;1,453056241;;17,83942521
0,3;1,298195614;1,549126754;1,622037172;1,716054304;1,498961318;1,39627893;1,346401795;1,484523483;1,355320676;1,487463697;1,6000899;1,6000899;;17,95454354
n=40 p=4 B=2000 ackley;;;;;;;;;;;;;;
SOMME_ratio_gamma;2,596391228;3,098253508;3,116405968;3,169110545;3,027081471;2,79255786;2,69280359;2,969046967;3,164602672;2,930955642;3,183613159;3,053146141;;
SOMME_ratio;11,98016125;;;;11,48148989;;;;12,33231761;;;;;
